intercept, 0.729931
1aAg,-0.064827
1aAu,-0.019249
1aCu,-0.056466
1aPd,-0.054158
1aPt, 0.000000
2aAg, 0.118445
2aAu, 0.075886
2aCu, 0.118222
2aPd, 0.048148
2aPt, 0.000000
3bAg,-0.012816
3bAu,-0.022036
3bCu,-0.004250
3bPd,-0.010833
3bPt, 0.000000
