intercept, 0.826172
1aAg,-0.025391
1aAu, 0.033203
1aCu,-0.013184
1aPd, 0.000000
1aPt, 0.047852
2aAg, 0.053955
2aAu, 0.019775
2aCu, 0.059570
2aPd, 0.000000
2aPt,-0.037842
3bAg,-0.011230
3bAu,-0.001465
3bCu,-0.002441
3bPd, 0.000000
3bPt, 0.009277
