intercept, 0.686523
1aAg,-0.031250
1aAu, 0.027344
1aCu, 0.000000
1aPd, 0.038086
1aPt, 0.102539
2aAg, 0.004028
2aAu,-0.001099
2aCu, 0.000000
2aPd,-0.003418
2aPt,-0.016388
3bAg,-0.008545
3bAu, 0.003662
3bCu, 0.000000
3bPd,-0.003662
3bPt, 0.013428
