intercept, 0.730469
1aAg,-0.067383
1aAu,-0.023438
1aCu,-0.053711
1aPd,-0.054688
1aPt, 0.000000
2aAg, 0.119141
2aAu, 0.073242
2aCu, 0.109863
2aPd, 0.052734
2aPt, 0.000000
3bAg,-0.008789
3bAu,-0.021484
3bCu, 0.001953
3bPd,-0.009766
3bPt, 0.000000
